latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.738136,-74.04254,51.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),rain (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),wind_speed_10m (km/h),wind_speed_100m (km/h)
2023-02-01T00:00,2.1,41,0.00,0.00,0.00,0.00,3,6.6,10.8
2023-02-01T01:00,1.9,44,0.00,0.00,0.00,0.00,3,7.7,12.8
2023-02-01T02:00,1.4,48,0.00,0.00,0.00,0.00,3,12.1,16.7
2023-02-01T03:00,0.3,53,0.00,0.00,0.00,0.00,3,16.1,22.5
2023-02-01T04:00,-0.3,53,0.00,0.00,0.00,0.00,3,15.0,20.5
2023-02-01T05:00,-1.0,53,0.00,0.00,0.00,0.00,3,15.8,21.3
2023-02-01T06:00,-1.5,52,0.00,0.00,0.00,0.00,3,15.4,21.1
2023-02-01T07:00,-1.8,52,0.00,0.00,0.00,0.00,3,14.5,19.5
2023-02-01T08:00,-2.2,53,0.10,0.00,0.07,0.00,71,16.0,21.6
2023-02-01T09:00,-2.7,59,0.30,0.00,0.21,0.00,73,16.5,22.3
2023-02-01T10:00,-3.3,68,0.60,0.00,0.42,0.00,73,13.4,17.9
2023-02-01T11:00,-3.5,72,0.50,0.00,0.35,0.00,73,12.2,16.1
2023-02-01T12:00,-3.0,66,0.10,0.00,0.07,0.00,71,9.6,12.2
2023-02-01T13:00,-2.9,66,0.00,0.00,0.00,0.00,0,8.8,11.4
2023-02-01T14:00,-2.0,63,0.00,0.00,0.00,0.00,0,8.2,10.0
2023-02-01T15:00,-1.0,59,0.00,0.00,0.00,0.00,0,7.9,9.7
2023-02-01T16:00,0.2,55,0.00,0.00,0.00,0.00,0,7.3,9.3
2023-02-01T17:00,1.5,50,0.00,0.00,0.00,0.00,2,11.5,14.2
2023-02-01T18:00,2.4,45,0.00,0.00,0.00,0.00,1,13.3,16.7
2023-02-01T19:00,2.8,41,0.00,0.00,0.00,0.00,0,12.6,15.9
2023-02-01T20:00,3.0,40,0.00,0.00,0.00,0.00,0,12.3,15.9
2023-02-01T21:00,2.8,39,0.00,0.00,0.00,0.00,0,12.4,16.0
2023-02-01T22:00,1.3,46,0.00,0.00,0.00,0.00,0,6.8,16.6
2023-02-01T23:00,-0.5,56,0.00,0.00,0.00,0.00,0,7.6,19.1
2023-02-02T00:00,-1.1,54,0.00,0.00,0.00,0.00,0,8.2,19.2
2023-02-02T01:00,-1.8,48,0.00,0.00,0.00,0.00,0,8.6,20.9
2023-02-02T02:00,-2.6,49,0.00,0.00,0.00,0.00,0,6.9,18.9
2023-02-02T03:00,-3.0,58,0.00,0.00,0.00,0.00,1,7.4,20.0
2023-02-02T04:00,-3.7,67,0.00,0.00,0.00,0.00,1,6.7,17.9
2023-02-02T05:00,-3.8,68,0.00,0.00,0.00,0.00,1,5.9,15.4
2023-02-02T06:00,-4.4,72,0.00,0.00,0.00,0.00,1,7.4,14.4
2023-02-02T07:00,-4.5,70,0.00,0.00,0.00,0.00,1,7.3,12.1
2023-02-02T08:00,-4.6,72,0.00,0.00,0.00,0.00,1,6.4,10.4
2023-02-02T09:00,-2.7,59,0.00,0.00,0.00,0.00,1,3.1,5.0
2023-02-02T10:00,-2.6,59,0.00,0.00,0.00,0.00,1,2.3,2.6
2023-02-02T11:00,-2.5,60,0.00,0.00,0.00,0.00,1,2.7,3.7
2023-02-02T12:00,-2.0,58,0.00,0.00,0.00,0.00,1,0.5,0.5
2023-02-02T13:00,-2.1,61,0.00,0.00,0.00,0.00,1,0.7,1.5
2023-02-02T14:00,-0.8,60,0.00,0.00,0.00,0.00,1,4.0,5.2
2023-02-02T15:00,0.6,52,0.00,0.00,0.00,0.00,1,9.7,12.2
2023-02-02T16:00,1.6,39,0.00,0.00,0.00,0.00,0,14.7,18.5
2023-02-02T17:00,2.3,38,0.00,0.00,0.00,0.00,0,15.9,19.9
2023-02-02T18:00,2.9,38,0.00,0.00,0.00,0.00,0,17.4,22.2
2023-02-02T19:00,3.5,37,0.00,0.00,0.00,0.00,0,17.7,22.5
2023-02-02T20:00,3.9,35,0.00,0.00,0.00,0.00,0,19.1,25.2
2023-02-02T21:00,3.6,37,0.00,0.00,0.00,0.00,1,18.1,25.9
2023-02-02T22:00,2.2,45,0.00,0.00,0.00,0.00,1,14.0,26.7
2023-02-02T23:00,1.4,53,0.00,0.00,0.00,0.00,1,15.0,28.9
2023-02-03T00:00,0.7,54,0.00,0.00,0.00,0.00,0,13.5,27.1
2023-02-03T01:00,0.3,58,0.00,0.00,0.00,0.00,1,13.0,26.5
2023-02-03T02:00,0.0,62,0.00,0.00,0.00,0.00,1,14.5,28.6
2023-02-03T03:00,0.1,61,0.00,0.00,0.00,0.00,1,18.9,33.6
2023-02-03T04:00,0.1,64,0.00,0.00,0.00,0.00,0,20.3,34.8
2023-02-03T05:00,-0.3,69,0.00,0.00,0.00,0.00,1,21.1,36.2
2023-02-03T06:00,-0.4,70,0.00,0.00,0.00,0.00,1,20.9,35.6
2023-02-03T07:00,-0.5,66,0.00,0.00,0.00,0.00,1,19.8,34.7
2023-02-03T08:00,0.0,54,0.00,0.00,0.00,0.00,1,19.8,34.3
2023-02-03T09:00,-0.2,50,0.00,0.00,0.00,0.00,1,20.1,34.6
2023-02-03T10:00,-1.1,52,0.00,0.00,0.00,0.00,0,25.2,40.4
2023-02-03T11:00,-2.8,53,0.00,0.00,0.00,0.00,0,22.9,35.9
2023-02-03T12:00,-3.3,39,0.00,0.00,0.00,0.00,0,32.0,46.1
2023-02-03T13:00,-4.6,45,0.00,0.00,0.00,0.00,0,27.9,39.3
2023-02-03T14:00,-4.6,46,0.00,0.00,0.00,0.00,2,26.5,35.2
2023-02-03T15:00,-4.8,37,0.00,0.00,0.00,0.00,1,30.8,41.0
2023-02-03T16:00,-4.9,35,0.00,0.00,0.00,0.00,3,34.3,45.8
2023-02-03T17:00,-4.6,32,0.00,0.00,0.00,0.00,0,36.7,49.0
2023-02-03T18:00,-4.7,30,0.00,0.00,0.00,0.00,1,38.7,52.1
2023-02-03T19:00,-5.0,29,0.00,0.00,0.00,0.00,0,38.8,52.2
2023-02-03T20:00,-5.5,28,0.00,0.00,0.00,0.00,1,38.3,52.3
2023-02-03T21:00,-6.6,29,0.00,0.00,0.00,0.00,0,36.9,50.8
2023-02-03T22:00,-7.5,26,0.00,0.00,0.00,0.00,0,35.6,50.6
2023-02-03T23:00,-9.1,28,0.00,0.00,0.00,0.00,0,33.1,47.4
2023-02-04T00:00,-9.5,31,0.00,0.00,0.00,0.00,0,36.5,51.4
2023-02-04T01:00,-10.0,33,0.00,0.00,0.00,0.00,1,29.8,42.5
2023-02-04T02:00,-10.4,33,0.00,0.00,0.00,0.00,2,40.3,57.1
2023-02-04T03:00,-10.9,32,0.00,0.00,0.00,0.00,3,42.2,60.5
2023-02-04T04:00,-11.3,39,0.00,0.00,0.00,0.00,3,35.5,50.5
2023-02-04T05:00,-11.5,33,0.00,0.00,0.00,0.00,1,39.5,56.0
2023-02-04T06:00,-12.8,37,0.00,0.00,0.00,0.00,3,39.8,56.6
2023-02-04T07:00,-14.1,41,0.00,0.00,0.00,0.00,0,27.9,39.0
2023-02-04T08:00,-15.5,39,0.00,0.00,0.00,0.00,0,27.2,37.8
2023-02-04T09:00,-16.3,38,0.00,0.00,0.00,0.00,0,24.6,33.7
2023-02-04T10:00,-16.7,38,0.00,0.00,0.00,0.00,0,22.8,31.0
2023-02-04T11:00,-16.6,38,0.00,0.00,0.00,0.00,0,22.4,30.6
2023-02-04T12:00,-14.7,39,0.00,0.00,0.00,0.00,0,21.1,27.9
2023-02-04T13:00,-14.4,39,0.00,0.00,0.00,0.00,0,21.3,28.1
2023-02-04T14:00,-13.1,36,0.00,0.00,0.00,0.00,0,20.3,26.1
2023-02-04T15:00,-11.4,31,0.00,0.00,0.00,0.00,0,17.7,22.2
2023-02-04T16:00,-9.6,27,0.00,0.00,0.00,0.00,0,14.8,18.5
2023-02-04T17:00,-7.9,23,0.00,0.00,0.00,0.00,0,12.2,15.3
2023-02-04T18:00,-6.5,21,0.00,0.00,0.00,0.00,1,8.7,10.9
2023-02-04T19:00,-5.3,19,0.00,0.00,0.00,0.00,0,7.3,9.2
2023-02-04T20:00,-4.4,21,0.00,0.00,0.00,0.00,0,11.6,14.4
2023-02-04T21:00,-4.1,22,0.00,0.00,0.00,0.00,0,15.3,19.4
2023-02-04T22:00,-4.3,28,0.00,0.00,0.00,0.00,0,14.1,21.0
2023-02-04T23:00,-4.5,41,0.00,0.00,0.00,0.00,0,14.9,24.9
2023-02-05T00:00,-4.9,42,0.00,0.00,0.00,0.00,0,14.6,22.2
2023-02-05T01:00,-4.9,43,0.00,0.00,0.00,0.00,0,14.8,25.3
2023-02-05T02:00,-4.7,47,0.00,0.00,0.00,0.00,0,18.7,30.4
2023-02-05T03:00,-5.1,53,0.00,0.00,0.00,0.00,0,18.3,29.7
2023-02-05T04:00,-4.9,62,0.00,0.00,0.00,0.00,0,16.3,27.5
2023-02-05T05:00,-4.6,66,0.00,0.00,0.00,0.00,1,16.9,28.7
2023-02-05T06:00,-4.1,65,0.00,0.00,0.00,0.00,2,16.4,27.7
2023-02-05T07:00,-3.5,64,0.00,0.00,0.00,0.00,2,15.8,26.6
2023-02-05T08:00,-3.0,63,0.00,0.00,0.00,0.00,3,15.8,27.9
2023-02-05T09:00,-2.5,65,0.00,0.00,0.00,0.00,2,15.0,26.9
2023-02-05T10:00,-2.5,68,0.00,0.00,0.00,0.00,1,14.4,27.4
2023-02-05T11:00,-2.4,70,0.00,0.00,0.00,0.00,1,14.1,27.3
2023-02-05T12:00,-2.6,67,0.00,0.00,0.00,0.00,1,14.1,26.5
2023-02-05T13:00,-1.7,63,0.00,0.00,0.00,0.00,3,14.5,27.2
2023-02-05T14:00,-0.2,53,0.00,0.00,0.00,0.00,2,15.2,21.5
2023-02-05T15:00,1.6,45,0.00,0.00,0.00,0.00,2,16.0,21.7
2023-02-05T16:00,3.8,39,0.00,0.00,0.00,0.00,1,14.8,19.4
2023-02-05T17:00,5.7,36,0.00,0.00,0.00,0.00,1,13.7,17.9
2023-02-05T18:00,7.1,33,0.00,0.00,0.00,0.00,2,16.9,21.8
2023-02-05T19:00,8.4,30,0.00,0.00,0.00,0.00,3,19.1,25.1
2023-02-05T20:00,8.9,30,0.00,0.00,0.00,0.00,1,17.4,23.7
2023-02-05T21:00,8.0,35,0.00,0.00,0.00,0.00,3,15.1,27.0
2023-02-05T22:00,5.8,44,0.00,0.00,0.00,0.00,1,15.3,31.0
2023-02-05T23:00,4.6,51,0.00,0.00,0.00,0.00,2,17.9,35.2
2023-02-06T00:00,1.1,65,0.00,0.00,0.00,0.00,3,12.7,23.4
2023-02-06T01:00,1.9,65,0.00,0.00,0.00,0.00,3,8.7,24.1
2023-02-06T02:00,1.3,71,0.00,0.00,0.00,0.00,3,8.6,21.6
2023-02-06T03:00,1.6,71,0.00,0.00,0.00,0.00,3,8.4,20.6
2023-02-06T04:00,1.8,74,0.00,0.00,0.00,0.00,3,8.7,21.2
2023-02-06T05:00,2.0,76,0.00,0.00,0.00,0.00,3,10.1,23.0
2023-02-06T06:00,2.1,78,0.00,0.00,0.00,0.00,2,10.9,26.3
2023-02-06T07:00,1.7,79,0.00,0.00,0.00,0.00,0,9.9,25.7
2023-02-06T08:00,-1.1,86,0.00,0.00,0.00,0.00,0,11.5,18.7
2023-02-06T09:00,0.0,81,0.00,0.00,0.00,0.00,0,8.0,11.9
2023-02-06T10:00,0.2,79,0.00,0.00,0.00,0.00,0,6.4,9.2
2023-02-06T11:00,-1.2,86,0.00,0.00,0.00,0.00,0,6.4,14.2
2023-02-06T12:00,0.2,81,0.00,0.00,0.00,0.00,2,9.1,19.4
2023-02-06T13:00,2.0,74,0.00,0.00,0.00,0.00,2,14.2,25.7
2023-02-06T14:00,4.6,68,0.00,0.00,0.00,0.00,1,17.2,30.3
2023-02-06T15:00,7.9,66,0.00,0.00,0.00,0.00,1,19.1,31.8
2023-02-06T16:00,9.2,54,0.00,0.00,0.00,0.00,1,25.2,33.9
2023-02-06T17:00,9.5,54,0.00,0.00,0.00,0.00,0,25.9,34.9
2023-02-06T18:00,10.0,51,0.00,0.00,0.00,0.00,0,27.0,36.4
2023-02-06T19:00,9.7,50,0.00,0.00,0.00,0.00,0,28.4,38.5
2023-02-06T20:00,9.3,50,0.00,0.00,0.00,0.00,0,29.2,40.7
2023-02-06T21:00,8.3,53,0.00,0.00,0.00,0.00,0,24.6,36.9
2023-02-06T22:00,6.5,58,0.00,0.00,0.00,0.00,1,26.1,41.6
2023-02-06T23:00,4.9,64,0.00,0.00,0.00,0.00,0,24.9,40.8
2023-02-07T00:00,3.1,70,0.00,0.00,0.00,0.00,0,13.6,28.0
2023-02-07T01:00,1.9,77,0.00,0.00,0.00,0.00,0,9.8,22.9
2023-02-07T02:00,1.1,81,0.00,0.00,0.00,0.00,0,13.1,27.6
2023-02-07T03:00,0.4,81,0.00,0.00,0.00,0.00,0,15.8,30.2
2023-02-07T04:00,-0.6,80,0.00,0.00,0.00,0.00,0,14.8,28.8
2023-02-07T05:00,-1.4,77,0.00,0.00,0.00,0.00,0,15.5,29.4
2023-02-07T06:00,-2.0,76,0.00,0.00,0.00,0.00,0,15.5,29.5
2023-02-07T07:00,-2.6,76,0.00,0.00,0.00,0.00,0,13.6,27.8
2023-02-07T08:00,-3.1,74,0.00,0.00,0.00,0.00,0,13.9,27.0
2023-02-07T09:00,-3.7,71,0.00,0.00,0.00,0.00,0,12.6,24.9
2023-02-07T10:00,-4.0,68,0.00,0.00,0.00,0.00,0,13.0,24.9
2023-02-07T11:00,-4.3,65,0.00,0.00,0.00,0.00,0,10.9,22.4
2023-02-07T12:00,-3.9,64,0.00,0.00,0.00,0.00,0,10.4,18.6
2023-02-07T13:00,-3.4,63,0.00,0.00,0.00,0.00,1,9.7,17.9
2023-02-07T14:00,-1.8,60,0.00,0.00,0.00,0.00,1,7.2,10.0
2023-02-07T15:00,0.1,56,0.00,0.00,0.00,0.00,1,5.6,7.4
2023-02-07T16:00,1.7,55,0.00,0.00,0.00,0.00,1,4.6,5.6
2023-02-07T17:00,2.9,53,0.00,0.00,0.00,0.00,3,11.5,13.7
2023-02-07T18:00,3.0,59,0.00,0.00,0.00,0.00,1,15.2,18.5
2023-02-07T19:00,3.1,65,0.00,0.00,0.00,0.00,3,17.9,23.2
2023-02-07T20:00,3.1,72,0.00,0.00,0.00,0.00,3,21.6,28.9
2023-02-07T21:00,3.5,75,0.00,0.00,0.00,0.00,3,20.9,29.3
2023-02-07T22:00,3.4,78,0.00,0.00,0.00,0.00,2,16.8,28.4
2023-02-07T23:00,3.0,83,0.00,0.00,0.00,0.00,2,18.6,32.4
2023-02-08T00:00,2.9,84,0.00,0.00,0.00,0.00,1,16.6,31.3
2023-02-08T01:00,2.8,85,0.00,0.00,0.00,0.00,3,14.8,28.5
2023-02-08T02:00,2.6,86,1.00,1.00,0.00,0.00,55,10.7,20.9
2023-02-08T03:00,2.4,88,1.60,1.40,0.14,0.00,71,10.8,18.9
2023-02-08T04:00,2.3,88,0.10,0.10,0.00,0.00,51,6.1,14.8
2023-02-08T05:00,2.4,88,0.00,0.00,0.00,0.00,3,9.8,18.3
2023-02-08T06:00,2.2,90,0.60,0.60,0.00,0.00,53,12.9,24.7
2023-02-08T07:00,1.7,91,0.00,0.00,0.00,0.00,2,9.2,23.1
2023-02-08T08:00,1.8,90,0.00,0.00,0.00,0.00,0,9.2,23.2
2023-02-08T09:00,1.1,91,0.00,0.00,0.00,0.00,0,8.4,21.8
2023-02-08T10:00,1.1,90,0.00,0.00,0.00,0.00,0,11.5,26.8
2023-02-08T11:00,1.2,90,0.00,0.00,0.00,0.00,0,11.7,27.7
2023-02-08T12:00,1.5,90,0.00,0.00,0.00,0.00,0,9.4,24.7
2023-02-08T13:00,3.1,89,0.00,0.00,0.00,0.00,0,15.3,30.1
2023-02-08T14:00,6.1,81,0.00,0.00,0.00,0.00,0,18.2,30.3
2023-02-08T15:00,7.6,67,0.00,0.00,0.00,0.00,1,20.6,28.0
2023-02-08T16:00,8.1,61,0.00,0.00,0.00,0.00,2,22.5,29.1
2023-02-08T17:00,8.5,57,0.00,0.00,0.00,0.00,2,20.2,26.3
2023-02-08T18:00,9.2,55,0.00,0.00,0.00,0.00,0,18.1,23.0
2023-02-08T19:00,9.7,52,0.00,0.00,0.00,0.00,0,18.3,23.8
2023-02-08T20:00,10.2,49,0.00,0.00,0.00,0.00,0,18.8,25.1
2023-02-08T21:00,10.1,50,0.00,0.00,0.00,0.00,0,16.0,23.9
2023-02-08T22:00,7.6,61,0.00,0.00,0.00,0.00,0,7.8,19.4
2023-02-08T23:00,4.5,73,0.00,0.00,0.00,0.00,0,8.7,19.8
2023-02-09T00:00,3.8,71,0.00,0.00,0.00,0.00,1,9.2,21.8
2023-02-09T01:00,3.7,68,0.00,0.00,0.00,0.00,1,9.7,24.1
2023-02-09T02:00,2.1,73,0.00,0.00,0.00,0.00,1,7.9,20.4
2023-02-09T03:00,0.9,79,0.00,0.00,0.00,0.00,1,8.2,16.5
2023-02-09T04:00,0.4,81,0.00,0.00,0.00,0.00,1,9.9,14.5
2023-02-09T05:00,0.1,82,0.00,0.00,0.00,0.00,1,8.7,15.3
2023-02-09T06:00,-0.2,82,0.00,0.00,0.00,0.00,1,7.8,16.6
2023-02-09T07:00,-1.0,83,0.00,0.00,0.00,0.00,0,9.2,14.5
2023-02-09T08:00,-1.3,82,0.00,0.00,0.00,0.00,0,8.5,10.2
2023-02-09T09:00,-0.9,81,0.00,0.00,0.00,0.00,0,6.1,7.4
2023-02-09T10:00,-2.0,85,0.00,0.00,0.00,0.00,1,6.5,7.1
2023-02-09T11:00,-1.4,84,0.00,0.00,0.00,0.00,3,4.3,4.9
2023-02-09T12:00,-1.0,86,0.00,0.00,0.00,0.00,3,2.2,4.1
2023-02-09T13:00,0.7,78,0.00,0.00,0.00,0.00,3,3.4,9.0
2023-02-09T14:00,1.8,76,0.00,0.00,0.00,0.00,3,3.3,6.6
2023-02-09T15:00,3.4,75,0.00,0.00,0.00,0.00,3,6.0,10.7
2023-02-09T16:00,5.3,77,0.00,0.00,0.00,0.00,3,9.0,17.3
2023-02-09T17:00,7.6,80,0.00,0.00,0.00,0.00,3,13.2,25.5
2023-02-09T18:00,8.7,77,0.00,0.00,0.00,0.00,3,15.3,27.7
2023-02-09T19:00,9.2,75,0.00,0.00,0.00,0.00,3,16.1,26.2
2023-02-09T20:00,9.4,77,0.00,0.00,0.00,0.00,2,15.3,31.3
2023-02-09T21:00,9.8,79,0.00,0.00,0.00,0.00,3,15.3,31.4
2023-02-09T22:00,9.7,84,0.00,0.00,0.00,0.00,3,18.9,34.7
2023-02-09T23:00,9.4,86,0.00,0.00,0.00,0.00,2,18.9,36.7
2023-02-10T00:00,8.2,90,0.00,0.00,0.00,0.00,3,16.7,36.4
2023-02-10T01:00,10.2,78,0.00,0.00,0.00,0.00,3,20.9,38.7
2023-02-10T02:00,10.5,75,0.00,0.00,0.00,0.00,3,15.1,31.7
2023-02-10T03:00,10.9,73,0.00,0.00,0.00,0.00,2,13.7,29.9
2023-02-10T04:00,10.2,79,0.00,0.00,0.00,0.00,1,12.0,28.7
2023-02-10T05:00,9.6,84,0.00,0.00,0.00,0.00,1,11.7,28.3
2023-02-10T06:00,10.4,85,0.00,0.00,0.00,0.00,1,12.7,31.2
2023-02-10T07:00,12.8,84,0.00,0.00,0.00,0.00,1,22.1,42.0
2023-02-10T08:00,13.1,85,0.00,0.00,0.00,0.00,2,25.2,45.1
2023-02-10T09:00,13.2,85,0.00,0.00,0.00,0.00,1,25.7,45.2
2023-02-10T10:00,12.9,85,0.00,0.00,0.00,0.00,0,23.8,42.2
2023-02-10T11:00,12.1,85,0.00,0.00,0.00,0.00,1,22.3,39.6
2023-02-10T12:00,11.6,89,0.00,0.00,0.00,0.00,0,15.9,34.9
2023-02-10T13:00,11.7,68,0.00,0.00,0.00,0.00,0,23.5,39.7
2023-02-10T14:00,12.5,61,0.00,0.00,0.00,0.00,0,23.7,37.2
2023-02-10T15:00,13.2,55,0.00,0.00,0.00,0.00,0,26.3,36.8
2023-02-10T16:00,13.4,51,0.00,0.00,0.00,0.00,0,28.1,37.6
2023-02-10T17:00,13.7,48,0.00,0.00,0.00,0.00,0,26.6,35.8
2023-02-10T18:00,13.9,45,0.00,0.00,0.00,0.00,0,27.8,36.9
2023-02-10T19:00,13.3,46,0.00,0.00,0.00,0.00,0,24.8,32.9
2023-02-10T20:00,12.8,45,0.00,0.00,0.00,0.00,0,22.5,30.4
2023-02-10T21:00,11.5,49,0.00,0.00,0.00,0.00,0,20.3,29.2
2023-02-10T22:00,9.7,53,0.00,0.00,0.00,0.00,0,14.0,25.6
2023-02-10T23:00,7.5,58,0.00,0.00,0.00,0.00,0,13.0,27.9
2023-02-11T00:00,5.9,65,0.00,0.00,0.00,0.00,1,8.9,22.1
2023-02-11T01:00,5.8,66,0.00,0.00,0.00,0.00,2,10.1,23.5
2023-02-11T02:00,6.4,60,0.00,0.00,0.00,0.00,3,15.1,28.5
2023-02-11T03:00,6.3,56,0.00,0.00,0.00,0.00,1,19.5,33.9
2023-02-11T04:00,5.7,57,0.00,0.00,0.00,0.00,1,19.1,34.2
2023-02-11T05:00,5.0,65,0.00,0.00,0.00,0.00,1,18.7,34.0
2023-02-11T06:00,4.8,63,0.00,0.00,0.00,0.00,0,21.6,36.6
2023-02-11T07:00,3.9,58,0.00,0.00,0.00,0.00,0,21.3,36.0
2023-02-11T08:00,3.0,56,0.00,0.00,0.00,0.00,0,21.4,36.6
2023-02-11T09:00,2.3,53,0.00,0.00,0.00,0.00,0,23.5,38.5
2023-02-11T10:00,1.2,49,0.00,0.00,0.00,0.00,0,22.0,36.6
2023-02-11T11:00,0.2,51,0.00,0.00,0.00,0.00,0,14.9,27.6
2023-02-11T12:00,0.7,53,0.00,0.00,0.00,0.00,0,10.6,22.7
2023-02-11T13:00,1.8,52,0.00,0.00,0.00,0.00,0,15.5,23.5
2023-02-11T14:00,3.0,48,0.00,0.00,0.00,0.00,0,18.6,24.9
2023-02-11T15:00,3.8,47,0.00,0.00,0.00,0.00,0,18.2,23.5
2023-02-11T16:00,4.8,47,0.00,0.00,0.00,0.00,0,17.8,22.2
2023-02-11T17:00,5.4,45,0.00,0.00,0.00,0.00,0,16.3,20.7
2023-02-11T18:00,6.0,43,0.00,0.00,0.00,0.00,0,15.3,19.4
2023-02-11T19:00,6.3,42,0.00,0.00,0.00,0.00,0,12.7,15.8
2023-02-11T20:00,6.5,41,0.00,0.00,0.00,0.00,0,11.0,13.6
2023-02-11T21:00,6.4,41,0.00,0.00,0.00,0.00,0,10.5,13.4
2023-02-11T22:00,4.9,52,0.00,0.00,0.00,0.00,0,5.4,13.2
2023-02-11T23:00,2.8,59,0.00,0.00,0.00,0.00,0,8.4,10.7
2023-02-12T00:00,1.3,69,0.00,0.00,0.00,0.00,0,9.4,12.6
2023-02-12T01:00,0.6,71,0.00,0.00,0.00,0.00,1,7.5,12.4
2023-02-12T02:00,1.5,66,0.00,0.00,0.00,0.00,1,4.6,5.7
2023-02-12T03:00,1.3,66,0.00,0.00,0.00,0.00,1,1.6,3.3
2023-02-12T04:00,1.2,65,0.00,0.00,0.00,0.00,1,1.5,5.8
2023-02-12T05:00,-0.4,76,0.00,0.00,0.00,0.00,1,1.9,3.7
2023-02-12T06:00,-0.2,78,0.00,0.00,0.00,0.00,1,7.3,11.3
2023-02-12T07:00,-0.3,85,0.00,0.00,0.00,0.00,1,6.8,16.8
2023-02-12T08:00,-0.4,83,0.00,0.00,0.00,0.00,1,7.1,19.1
2023-02-12T09:00,-0.1,78,0.00,0.00,0.00,0.00,1,7.7,19.5
2023-02-12T10:00,-0.4,81,0.00,0.00,0.00,0.00,1,6.0,16.9
2023-02-12T11:00,-0.5,81,0.00,0.00,0.00,0.00,1,6.5,17.3
2023-02-12T12:00,-0.8,77,0.00,0.00,0.00,0.00,1,5.4,13.6
2023-02-12T13:00,0.2,75,0.00,0.00,0.00,0.00,1,2.8,6.1
2023-02-12T14:00,1.6,74,0.00,0.00,0.00,0.00,1,3.9,8.2
2023-02-12T15:00,3.3,66,0.00,0.00,0.00,0.00,1,0.4,3.3
2023-02-12T16:00,5.0,57,0.00,0.00,0.00,0.00,1,1.1,1.1
2023-02-12T17:00,6.2,50,0.00,0.00,0.00,0.00,1,5.3,6.1
2023-02-12T18:00,6.6,49,0.00,0.00,0.00,0.00,1,8.8,10.7
2023-02-12T19:00,6.5,50,0.00,0.00,0.00,0.00,1,8.7,10.7
2023-02-12T20:00,6.3,50,0.00,0.00,0.00,0.00,1,3.7,4.5
2023-02-12T21:00,5.9,52,0.00,0.00,0.00,0.00,1,4.4,5.4
2023-02-12T22:00,4.3,70,0.00,0.00,0.00,0.00,1,6.5,10.1
2023-02-12T23:00,3.5,68,0.00,0.00,0.00,0.00,3,6.1,14.3
2023-02-13T00:00,3.8,69,0.00,0.00,0.00,0.00,3,10.2,21.2
2023-02-13T01:00,3.7,64,0.00,0.00,0.00,0.00,2,11.2,23.0
2023-02-13T02:00,4.0,63,0.00,0.00,0.00,0.00,2,14.0,24.9
2023-02-13T03:00,3.3,69,0.80,0.20,0.42,0.00,73,18.7,31.7
2023-02-13T04:00,3.3,69,0.60,0.30,0.21,0.00,73,17.7,29.7
2023-02-13T05:00,3.2,67,0.40,0.20,0.14,0.00,71,18.9,31.6
2023-02-13T06:00,2.3,80,0.60,0.60,0.00,0.00,53,19.5,36.4
2023-02-13T07:00,2.9,70,0.20,0.20,0.00,0.00,51,22.9,37.2
2023-02-13T08:00,3.3,66,0.00,0.00,0.00,0.00,2,23.9,38.8
2023-02-13T09:00,3.4,63,0.00,0.00,0.00,0.00,2,23.2,37.9
2023-02-13T10:00,3.1,58,0.00,0.00,0.00,0.00,1,23.8,39.9
2023-02-13T11:00,2.4,57,0.00,0.00,0.00,0.00,2,22.0,38.6
2023-02-13T12:00,2.3,49,0.00,0.00,0.00,0.00,1,20.6,36.7
2023-02-13T13:00,2.9,50,0.00,0.00,0.00,0.00,0,20.5,34.2
2023-02-13T14:00,4.5,48,0.00,0.00,0.00,0.00,0,17.4,26.6
2023-02-13T15:00,6.4,43,0.00,0.00,0.00,0.00,0,17.0,22.8
2023-02-13T16:00,8.2,40,0.00,0.00,0.00,0.00,0,14.7,18.6
2023-02-13T17:00,9.8,38,0.00,0.00,0.00,0.00,0,10.1,13.0
2023-02-13T18:00,11.0,36,0.00,0.00,0.00,0.00,0,9.2,11.4
2023-02-13T19:00,12.3,32,0.00,0.00,0.00,0.00,0,11.2,14.1
2023-02-13T20:00,13.1,28,0.00,0.00,0.00,0.00,0,12.0,15.2
2023-02-13T21:00,12.5,33,0.00,0.00,0.00,0.00,0,14.8,22.2
2023-02-13T22:00,10.2,37,0.00,0.00,0.00,0.00,2,14.0,27.4
2023-02-13T23:00,9.2,37,0.00,0.00,0.00,0.00,0,19.2,35.8
2023-02-14T00:00,7.9,39,0.00,0.00,0.00,0.00,0,16.5,35.0
2023-02-14T01:00,6.9,44,0.00,0.00,0.00,0.00,0,17.4,34.7
2023-02-14T02:00,6.0,47,0.00,0.00,0.00,0.00,1,15.4,32.4
2023-02-14T03:00,5.8,49,0.00,0.00,0.00,0.00,1,15.1,31.0
2023-02-14T04:00,6.6,46,0.00,0.00,0.00,0.00,0,20.7,37.1
2023-02-14T05:00,6.3,46,0.00,0.00,0.00,0.00,0,22.8,39.8
2023-02-14T06:00,5.5,51,0.00,0.00,0.00,0.00,0,23.0,39.2
